shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
P-vwYJ3y,51.52904,-0.07776,247
P-vwYJ3y,51.52898,-0.07779,248
P-vwYJ3y,51.52877,-0.07786,249
P-vwYJ3y,51.52857,-0.07792,250
P-vwYJ3y,51.52829,-0.07794,251
P-vwYJ3y,51.52797,-0.07797,252
P-vwYJ3y,51.52795,-0.07797,253
P-vwYJ3y,51.52795,-0.07797,254
P-vwYJ3y,51.52759,-0.078,255
P-vwYJ3y,51.52736,-0.07804,256
P-vwYJ3y,51.52733,-0.07804,257
P-vwYJ3y,51.52718,-0.07806,258
P-vwYJ3y,51.52708,-0.07805,259
P-vwYJ3y,51.52673,-0.07802,260
P-vwYJ3y,51.52649,-0.07801,261
P-vwYJ3y,51.52628,-0.07802,262
P-vwYJ3y,51.5262,-0.078,263
P-vwYJ3y,51.52612,-0.07798,264
P-vwYJ3y,51.52601,-0.07791,265
P-vwYJ3y,51.52584,-0.07779,266
P-vwYJ3y,51.52569,-0.07769,267
P-vwYJ3y,51.52568,-0.07768,268
P-vwYJ3y,51.52562,-0.07764,269
P-vwYJ3y,51.52538,-0.07747,270
P-vwYJ3y,51.52522,-0.0774,271
P-vwYJ3y,51.52499,-0.07736,272
P-vwYJ3y,51.52498,-0.07736,273
P-vwYJ3y,51.52492,-0.07735,274
P-vwYJ3y,51.52476,-0.07731,275
P-vwYJ3y,51.52469,-0.0773,276
P-vwYJ3y,51.52462,-0.07728,277
P-vwYJ3y,51.52448,-0.07727,278
P-vwYJ3y,51.5244,-0.07725,279
P-vwYJ3y,51.52429,-0.07723,280
P-vwYJ3y,51.52394,-0.0772,281
P-vwYJ3y,51.52391,-0.0772,282
P-vwYJ3y,51.52387,-0.0772,283
P-vwYJ3y,51.5238,-0.0772,284
P-vwYJ3y,51.52374,-0.0772,285
P-vwYJ3y,51.52369,-0.0772,286
P-vwYJ3y,51.52364,-0.07722,287
P-vwYJ3y,51.52359,-0.07723,288
P-vwYJ3y,51.52353,-0.07726,289
P-vwYJ3y,51.52347,-0.07729,290
P-vwYJ3y,51.52319,-0.07744,291
P-vwYJ3y,51.52295,-0.07746,292
P-vwYJ3y,51.52292,-0.07746,293
P-vwYJ3y,51.52287,-0.07745,294
P-vwYJ3y,51.52283,-0.07744,295
P-vwYJ3y,51.5228,-0.07741,296
P-vwYJ3y,51.52275,-0.07737,297
P-vwYJ3y,51.52268,-0.0773,298
P-vwYJ3y,51.52255,-0.07712,299
P-vwYJ3y,51.52237,-0.07688,300
P-vwYJ3y,51.52226,-0.07674,301
P-vwYJ3y,51.52216,-0.07661,302
P-vwYJ3y,51.52212,-0.07655,303
P-vwYJ3y,51.52207,-0.07648,304
P-vwYJ3y,51.52203,-0.07643,305
P-vwYJ3y,51.5219,-0.07627,306
P-vwYJ3y,51.5219,-0.07627,307
P-vwYJ3y,51.52168,-0.07598,308
P-vwYJ3y,51.52147,-0.0757,309
P-vwYJ3y,51.52135,-0.07554,310
P-vwYJ3y,51.52123,-0.0754,311
P-vwYJ3y,51.52097,-0.07511,312
P-vwYJ3y,51.52071,-0.07484,313
P-vwYJ3y,51.52069,-0.07482,314
P-vwYJ3y,51.52057,-0.07471,315
P-vwYJ3y,51.52057,-0.07471,316
P-vwYJ3y,51.52048,-0.07462,317
P-vwYJ3y,51.52034,-0.0745,318
P-vwYJ3y,51.52021,-0.07446,319
P-vwYJ3y,51.52011,-0.07447,320
P-vwYJ3y,51.51982,-0.07447,321
P-vwYJ3y,51.51962,-0.07448,322
P-vwYJ3y,51.51935,-0.07448,323
P-vwYJ3y,51.51932,-0.07448,324
P-vwYJ3y,51.51924,-0.07448,325
P-vwYJ3y,51.51912,-0.07449,326
P-vwYJ3y,51.519,-0.07449,327
P-vwYJ3y,51.51887,-0.07449,328
P-vwYJ3y,51.51865,-0.07442,329
P-vwYJ3y,51.51863,-0.07442,330
P-vwYJ3y,51.51863,-0.07442,331
P-vwYJ3y,51.51854,-0.0744,332
P-vwYJ3y,51.51842,-0.07437,333
P-vwYJ3y,51.51834,-0.07432,334
P-vwYJ3y,51.51826,-0.07425,335
P-vwYJ3y,51.51812,-0.07418,336
P-vwYJ3y,51.51799,-0.07407,337
P-vwYJ3y,51.51789,-0.07398,338
P-vwYJ3y,51.51748,-0.07365,339
P-vwYJ3y,51.51735,-0.07354,340
P-vwYJ3y,51.51735,-0.07354,341
P-vwYJ3y,51.51698,-0.07325,342
P-vwYJ3y,51.51697,-0.07324,343
P-vwYJ3y,51.51695,-0.07322,344
P-vwYJ3y,51.51684,-0.07313,345
P-vwYJ3y,51.5167,-0.07302,346
P-vwYJ3y,51.51648,-0.07284,347
P-vwYJ3y,51.51638,-0.07274,348
P-vwYJ3y,51.51595,-0.0724,349
P-vwYJ3y,51.51585,-0.07232,350
P-vwYJ3y,51.51577,-0.07225,351
